item_name	data_key	data_value	data_type	data_group
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_CC9902	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Rhizobiales	5839	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Candidatus_Nitrosotenuis_aquarius	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_order_Enterobacterales	1021	stackedbar	t_species
EPM_12A1	t_species!Alteromonas_macleodii	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Comamonas	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Mesorhizobium	1886	stackedbar	t_species
EPM_12A1	t_species!Dechloromonas_aromatica	0	stackedbar	t_species
EPM_12A1	t_species!Planktomarina_temperata	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_class_Planctomycetes_bacterium_Poly30	0	stackedbar	t_species
EPM_12A1	t_species!Cupriavidus_necator	0	stackedbar	t_species
EPM_12A1	t_species!Bradyrhizobium_paxllaeri	1225	stackedbar	t_species
EPM_12A1	t_species!Pseudoalteromonas_phenolica	0	stackedbar	t_species
EPM_12A1	t_species!Ruegeria_sp_THAF33	0	stackedbar	t_species
EPM_12A1	t_species!Candidatus_Actinomarina_minuta	2240	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Rhodobacteraceae_bacterium_BAR1	0	stackedbar	t_species
EPM_12A1	t_species!Comamonas_aquatica	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_RCC307	4307	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Burkholderia	4126	stackedbar	t_species
EPM_12A1	t_species!Limnohabitans_sp_63ED37-2	0	stackedbar	t_species
EPM_12A1	t_species!Altererythrobacter_epoxidivorans	0	stackedbar	t_species
EPM_12A1	t_species!Roseovarius_sp_MME-070	0	stackedbar	t_species
EPM_12A1	t_species!Neptunomonas_concharum	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Trichodesmium_erythraeum	0	stackedbar	t_species
EPM_12A1	t_species!Hydrogenophaga_pseudoflava	1011	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Ralstonia	1261	stackedbar	t_species
EPM_12A1	t_species!Altererythrobacter_atlanticus	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Achromobacter	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_family_Erythrobacteraceae	0	stackedbar	t_species
EPM_12A1	t_species!Unknown_t_genus_Synechococcus_sp_WH_8109	23484	stackedbar	t_species
EPM_12A1	t_species!Vibrio_mediterranei	0	stackedbar	t_species
